"CNPJ","NOME_DA_INSTITUIÇÃO","SEGMENTO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICÍPIO","UF","DDD","FONE","ENDEREÇO_ELETRÔNICO","SÍTIO_NA_INTERNET","ano","mes","tipo"
"7311814.000000","TERRA COMPANHIA DE CREDITO IMOBILIARIO"," Sociedades de Crédito Imobiliário - Repassadora","RUA MAJOR FACUNDO, 294",NA,"CENTRO","60025100.000000","FORTALEZA","CE","85.000000","34557799.000000","TERRACCI@VELOXMAIL.COM.BR",NA,"2007","10","sociedades"
"7327045.000000","CORPAL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR S.A.","Sociedades de Crédito ao Microempreendedor ","AVENIDA MARCELINO PIRES, 3440","SALA 101","CENTRO","79830000.000000","DOURADOS","MS","67.000000","34169900.000000","MARCELO@CORPALMS.COM.BR",NA,"2007","10","sociedades"
"7333726.000000","ONNIX CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","RUA GENERAL CÂMARA, 243","CJ. 502","CENTRO","90010230.000000","PORTO ALEGRE","RS","51.000000","21367575.000000","ONNIX@ONNIX.COM.BR","WWW.ONNIX.COM.BR","2007","10","sociedades"
"7493926.000000","CREDISHOW SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA MARECHAL FLORIANO PEIXOTO, 35","SALA 304","CENTRO","89130000.000000","INDAIAL","SC","47.000000","33331268.000000","ELOFOMENTO@TERRA.COM.BR",NA,"2007","10","sociedades"
"7512441.000000","HERVAL FINANCEIRA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","RODOVIA BR 116, 7070, 1º ANDAR, SALA 14",NA,"PORTAL DA SERRA","93950000.000000","DOIS IRMAOS","RS","51.000000","35648300.000000","TEO.MATTOS@HERVAL.COM.BR",NA,"2007","10","sociedades"
"7554076.000000","BANIF CORRETORA DE VALORES E CAMBIO S.A.","Sociedades Corretoras de TVM","RUA MINAS DE PRATA Nº 30 - 15º ANDAR",NA,"VILA OLIMPIA","4552080.000000","SAO PAULO","SP","11.000000","30748000.000000",NA,NA,"2007","10","sociedades"
"7584094.000000","FLEX SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA","Sociedades de Crédito ao Microempreendedor ","RUA MARIA CÂNDIDA DE JESUS, 588",NA,"PAQUETÁ","31330460.000000","BELO HORIZONTE","MG","31.000000","34187141.000000","FLEXCRED@YAHOO.COM.BR",NA,"2007","10","sociedades"
"7631026.000000","GOLCRED DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","RUA DOM JAIME CÂMARA, N° 229, SALA 301","EDIFÍCIO EMPRESARIAL FREI JUNÍPERO","CENTRO","88015120.000000","FLORIANOPOLIS","SC","48.000000","32250845.000000","ADMINISTRACAO@GOLCRED.COM.BR",NA,"2007","10","sociedades"
"7652226.000000","LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A"," Sociedades de Crédito  Financiamento e Investimento","RUA DO CARMO, 8 - 12º ANDAR - PARTE",NA,"CENTRO","20011020.000000","RIO DE JANEIRO","RJ","21.000000","38248008.000000","CHR@LECCA.COM.BR",NA,"2007","10","sociedades"
"7679404.000000","TOPÁZIO S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","AVENIDA CARLOS GOMES, 111 - CONJUNTOS 701 E 502","EDIFÍCIO EMPRESARIAL PRESIDENTE KENNEDY","AUXILIADORA","90480003.000000","PORTO ALEGRE","RS","51.000000","33277700.000000","TOPAZIO.BCB@TOPAZIOCFI.COM.BR",NA,"2007","10","sociedades"
"7693858.000000","HSCM-HERON SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR","Sociedades de Crédito ao Microempreendedor ","PRAÇA JOSÉ OLÍMPIO DE SOUZA, 61",NA,"CENTRO","38950000.000000","IBIA","MG","34.000000","36313600.000000","HSCM@TERRA.COM.BR",NA,"2007","10","sociedades"
"7700131.000000","BIC CORRETORA DE CAMBIO E VALORES S.A.","Sociedades Corretoras de TVM","R CANUTO DE AGUIAR, 1220, SALA C",NA,"ALDEOTA","60160120.000000","FORTALEZA","CE","85.000000","33048200.000000",NA,NA,"2007","10","sociedades"
"7747410.000000","SAX S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","ALAMEDA TOCANTINS Nº 280","SALA 5","ALPHAVILLE","6455020.000000","BARUERI","SP","11.000000","21096472.000000","LUIZ.BISPO@MARISA.COM.BR",NA,"2007","10","sociedades"
"7819441.000000","EASYCREDIT SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR S.A.","Sociedades de Crédito ao Microempreendedor ","AV. IPIRANGA, 1152","1º ANDAR - CJ. 101","CENTRO","1040000.000000","SAO PAULO","SP","11.000000","33135616.000000","LUIZ@IOSAN.COM.BR",NA,"2007","10","sociedades"
"7835244.000000","BNS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","RUA MARECHAL DEODORO, 384-B",NA,"CENTRO","37590000.000000","JACUTINGA","MG","35.000000","34432217.000000","BNS.SCM@HOTMAIL.COM","WWW.BNS.RG3.NET","2007","10","sociedades"
"7945233.000000","PÓLOCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AVENIDA PREFEITO OSMAR CUNHA, 183","SALA 303-A","CENTRO","88015100.000000","FLORIANOPOLIS","SC","48.000000","32231020.000000","POLOCRED@TERRA.COM.BR","WWW.POLOCRED.COM.BR","2007","10","sociedades"
"8030140.000000","SUPRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","RUA DA CONSOLACAO 247 - 11 ANDAR CONJUNTO 1111",NA,"CENTRO","1301903.000000","SAO PAULO","SP","11.000000","32576744.000000","SUPRA@SUPRADTVM.COM.BR",NA,"2007","10","sociedades"
"8030215.000000","CIFRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","R. VERGUEIRO, 2009","MEZANINO","VILA MARIANA","4101905.000000","SAO PAULO","SP","11.000000","55768395.000000","ATENDIMENTO@CIFRACREDITORAPIDO.COM.BR","WWW.CIFRACREDITORAPIDO.COM.BR","2007","10","sociedades"
"8257293.000000","SOFISA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","ALAMEDA SANTOS,1496",NA,"CERQUEIRA CESAR","1418100.000000","SAO PAULO","SP","11.000000","31765614.000000",NA,NA,"2007","10","sociedades"
"8276635.000000","SUPORTE FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AVENIDA MAJOR NICACIO, 2001, SALA 01",NA,"CENTRO","14401135.000000","FRANCA","SP","16.000000","37218504.000000","OCIK@UOL.COM.BR",NA,"2007","10","sociedades"
"8430732.000000","SOROCABA CRÉDITO SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA.","Sociedades de Crédito ao Microempreendedor ","AV WASHINGTON LUIZ 346",NA,"JARDIM EMILIA","18031000.000000","SOROCABA","SP","15.000000","32330847.000000",NA,NA,"2007","10","sociedades"
"8520517.000000","SOL CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","AV. HERMES DA FONSECA, 628",NA,"PETRÓPOLIS","59020095.000000","NATAL","RN","84.000000","32323535.000000",NA,NA,"2007","10","sociedades"
"8609934.000000","NOVO MUNDO CORRETORA DE CÂMBIO S.A."," Sociedades Corretoras de Câmbio","RUA JOAQUIM FLORIANO, 820","4º ANDAR, CONJUNTO 43","ITAIM BIBI","4534013.000000","SAO PAULO","SP","11.000000","30786151.000000",NA,NA,"2007","10","sociedades"
"8673569.000000","F. D'GOLD - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","AV. PAULISTA, Nº 1159","13º ANDAR - CJ. 1314","CERQUEIRA CÉSAR","1311200.000000","SAO PAULO","SP","11.000000","35495071.000000",NA,NA,"2007","10","sociedades"
"8689125.000000","BRAÚNA FINANCEIRA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","RUA AGENOR LOPES, 277","11º ANDAR","BOA VIAGEM","51021110.000000","RECIFE","PE","81.000000","21199595.000000","CANAZART@GRUPOBFC.COM.BR/DEPTOPESSOAL@GRUPOBFC.COM.BR",NA,"2007","10","sociedades"
"8952724.000000","MAUA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","AVENIDA BRIGADEIRO FARIA LIMA, 2.277","17º ANDAR, CONJUNTOS 1.703 E 1704 (PARTE)","JARDIM PAULISTANO","1452000.000000","SAO PAULO","SP","11.000000","21020707.000000",NA,NA,"2007","10","sociedades"
"9512542.000000","CODEPE - CORRETORA DE VALORES S.A.","Sociedades Corretoras de TVM","AV. AGAMENON MAGALHÃES, 2656","LOJA 01","ESPINHEIRO","52020000.000000","RECIFE","PE","81.000000","34271020.000000","CODEPE@CODEPE.COM.BR","WWW.CODEPE.COM.BR","2007","10","sociedades"
"10336733.000000","CAIXA FORTE S/A. - CREDITO IMOBILIARIO"," Sociedades de Crédito Imobiliário - Repassadora","AV. NOSSA SENHORA DE FÁTIMA, 530",NA,"JOQUEI","64048180.000000","TERESINA","PI","86.000000","32264281.000000","CHB@VILADOMAR.COM.BR",NA,"2007","10","sociedades"
"10372647.000000","DOMUS - CIA. DE CREDITO IMOBILIARIO"," Sociedades de Crédito Imobiliário - Repassadora","AV. BARÃO DE STUDART, 2360","SALAS 2, 3 E 5","JOAQUIM TÁVORA","60120002.000000","FORTALEZA","CE","85.000000","2463232.000000","DOMUS@DOMUSCE.COM.BR","WWW.DOMUSCREDITO.COM.BR","2007","10","sociedades"
"10959245.000000","ASSOCIACAO DE POUPANCA E EMPRESTIMO DE PERNAMBUCO-APEPE","Associação de Poupança e Emprestimos","RUA DO PAISSANDU, 382",NA,"PAISSANDU","50070200.000000","RECIFE","PE","81.000000","32246155.000000","APEPE@NLINK.COM.BR",NA,"2007","10","sociedades"
"10977742.000000","ABN AMRO ASSET MANAGEMENT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A."," Sociedades Distribuidoras de TVM","AVENIDA PAULISTA, 1374","3º ANDAR (PARTE)","BELA VISTA","1310916.000000","SAO PAULO","SP","81.000000","34256291.000000",NA,NA,"2007","10","sociedades"
"10987659.000000","DUBEUX - CORRETORA DE CAMBIO, TITULOS E VALORES MOB LTDA","Sociedades Corretoras de TVM","AV. MARQUÊS DE OLINDA, 200","SALAS 303/305","RECIFE","50030000.000000","RECIFE","PE","81.000000","32247477.000000",NA,NA,"2007","10","sociedades"
"12719654.000000","APEAL - CREDITO IMOBILIARIO S/A"," Sociedades de Crédito Imobiliário - Repassadora","RUA DESEMBARGADOR TENORIO, 87",NA,"FAROL","57050050.000000","MACEIO","AL","82.000000","33264111.000000","SECRETARIA@APEAL.COM.BR",NA,"2007","10","sociedades"
"12865507.000000","THECA S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","RUA BOA VISTA, 186 - 7. ANDAR",NA,"CENTRO","1014000.000000","SAO PAULO","SP","11.000000","32925444.000000","THECA@THECA.COM.BR","WWW.THECA.COM.BR","2007","10","sociedades"
"14388516.000000","VIC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A"," Sociedades Distribuidoras de TVM","RUA DA ASSEMBLEIA 10","GRUPO 2701","CENTRO","20011901.000000","RIO DE JANEIRO","RJ","21.000000","39709250.000000","VICADLER@UOL.COM.BR",NA,"2007","10","sociedades"
"15213150.000000","BBM CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A","Sociedades Corretoras de TVM","AV. TANCREDO NEVES Nº 1632","SALAS 301 A 304","CAMINHO DAS  ARVORES","41820020.000000","SALVADOR","BA","71.000000","40096000.000000","BANCOBBM@BANCOBBM.COM.BR","WWW.BANCOBBM.COM.BR","2007","10","sociedades"
"15213192.000000","TRADICAO S/A CREDITO IMOBILIARIO"," Sociedades de Crédito Imobiliário - Repassadora","AV. TANCREDO NEVES, 274","EDF. IGUATEMI, BLOCO B, SALAS 809/810","CAMINHO DAS ARVORES","41820907.000000","SALVADOR","BA","71.000000","34318101.000000","JVBF@TRADICAOCI.COM.BRCANTIDIO@TRADICAOCI.COM.BR",NA,"2007","10","sociedades"
"15219389.000000","MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA","Sociedades Corretoras de TVM","RUA PORTUGAL, 24","EDF. CARLOS KIAPPE, SALAS 501/502","COMERCIO","40015001.000000","SALVADOR","BA","71.000000","32414899.000000","MACROCORRETORA@BOVESBA.COM.BR",NA,"2007","10","sociedades"
"15227994.000000","PAVARINI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","RUA SETE DE SETEMBRO, 99 - SALA 2401",NA,"CENTRO","20050005.000000","RIO DE JANEIRO","RJ","21.000000","25071949.000000","PAVARINI-RJ@PAVARINI.COM.BR","PAVARINI.COM.BR","2007","10","sociedades"
"15230501.000000","CATEDRAL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA.","Sociedades Corretoras de TVM","RUA MIGUEL CALMON, 555","EDF. CITIBANK, 7º ANDAR, SALA 709","COMERCIO","40015010.000000","SALVADOR","BA","71.000000","33261733.000000","CATEDRALCORRETORA@BOVESBA.COM.BR",NA,"2007","10","sociedades"
"16683062.000000","MERCANTIL DO BRASIL CORRETORA S.A. - CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS","Sociedades Corretoras de TVM","RUA RIO DE JANEIRO, 654",NA,"CENTRO","30160912.000000","BELO HORIZONTE","MG","31.000000","30576292.000000","MB.CONTROLADORIA@MERCANTIL.COM.BR",NA,"2007","10","sociedades"
"17167412.000000","FINANCEIRA ALFA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS"," Sociedades de Crédito  Financiamento e Investimento","ALAMEDA SANTOS, 466","4º ANDAR - PARTE","CERQUEIRA CESAR","1418000.000000","SAO PAULO","SP","11.000000","31755539.000000","ALFANET@ALFA.COM.BR","WWW.ALFANET.COM.BR","2007","10","sociedades"
"17305319.000000","ESCRITORIO RUY LAGE SOCIEDADE CORRETORA DE TITULOS LTDA","Sociedades Corretoras de TVM","RUA DOS CARIJÓS, 150","LOJA 01","CENTRO","30120060.000000","BELO HORIZONTE","MG","31.000000","32715917.000000","RUYLAGE@VELOXMAIL.COM.BR",NA,"2007","10","sociedades"
"17311705.000000","BVL CORRETORA DE VALORES  LTDA","Sociedades Corretoras de TVM","AV AFONSO PENA 2.770 -11 ANDAR","SALAS 1101 /  1105","FUNCIONARIOS","30130007.000000","BELO HORIZONTE","MG","31.000000","32877000.000000","BVLCVSA@HOTMAIL.COM",NA,"2007","10","sociedades"
"17312083.000000","H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS","Sociedades Corretoras de TVM","AV. BERNARDO MONTEIRO, 1539 - 2 ANDAR",NA,"FUNCIONARIOS","30150281.000000","BELO HORIZONTE","MG","31.000000","32387126.000000","PICCHIONI@PICCHIONI.COM.BR","WWW.PICCHIONI.COM.BR","2007","10","sociedades"
"17312661.000000","AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA","Sociedades Corretoras de TVM","RUA GUAJAJARAS,581","3º E 5º ANDARES","LOURDES","30180100.000000","BELO HORIZONTE","MG","31.000000","32744499.000000","INVESTIMENTOS@AMARILFRANKLIN.COM.BR","WWW.AMARILFRANKLIN.COM.BR","2007","10","sociedades"
"17312786.000000","CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A","Sociedades Corretoras de TVM","AV. AFONSO PENA, 3.130","1 ANDAR","FUNCIONARIOS","30130009.000000","BELO HORIZONTE","MG","31.000000","32282900.000000","CORVAL@UOL.COM.BR","WWW.CORVAL.COM.BR","2007","10","sociedades"
"17315359.000000","SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A","Sociedades Corretoras de TVM","RUA RIO GRANDE DO NORTE,988","CASA","FUNCIONARIOS","30130131.000000","BELO HORIZONTE","MG","31.000000","32614899.000000","SITA@SITA.COM.BR","WWW.SITA.COM.BR","2007","10","sociedades"
"17343682.000000","PENTAGONO S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS"," Sociedades Distribuidoras de TVM","AVENIDA DAS AMERICAS, 4200","SALA 514 - BL. 04","BARRA DA TIJUCA","22640102.000000","RIO DE JANEIRO","RJ","21.000000","33854565.000000","PENTAGONO@PENTAGONOTRUSTEE.COM.BR","WWW.PENTAGONOTRUSTEE.COM.BR","2007","10","sociedades"
"17352220.000000","SENSO CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A","Sociedades Corretoras de TVM","RUA PRIMEIRO DE MARCO, 23 - 18 ANDAR",NA,"CENTRO","20010000.000000","RIO DE JANEIRO","RJ","21.000000","22921222.000000","SENSO@SENSOCORRETORA.COM.BR","WWW.SENSOCORRETORA.COM.BR","2007","10","sociedades"
"17354911.000000","COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A"," Sociedades Distribuidoras de TVM","AV. PAULISTA, Nº 807","16º ANDAR - CONJS. 1601 A 1606","BELA VISTA","1311100.000000","SAO PAULO","SP","11.000000","31788900.000000","COTAÇÃO@COTAÇÃO.COM.BR","WWW.COTAÇÃO.COM.BR","2007","10","sociedades"
"17360777.000000","RURAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A"," Sociedades Distribuidoras de TVM","RUA RIO DE JANEIRO, 927 - CJS 1311/1320",NA,"CENTRO","30160914.000000","BELO HORIZONTE","MG","31.000000","21265401.000000",NA,NA,"2007","10","sociedades"
"17364795.000000","MERCANTIL DO BRASIL DISTRIBUIDORA S.A. - TÍTULOS E VALORES MOBILIÁRIOS"," Sociedades Distribuidoras de TVM","RUA RIO DE JANEIRO, 654",NA,"CENTRO","30160912.000000","BELO HORIZONTE","MG","31.000000","30576281.000000","MB.CONTROLADORIA@MERCANTIL.COM.BR",NA,"2007","10","sociedades"
"17401944.000000","PBM - PICCHIONI - BELGO - MINEIRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A"," Sociedades Distribuidoras de TVM","AV. PASTEUR, 40","SALA 604/605","FUNCIONARIOS","30150290.000000","BELO HORIZONTE","MG","31.000000","32736411.000000","PBM@BELGO.COM.BR",NA,"2007","10","sociedades"
"17441197.000000","ECONOMIA CREDITO IMOBILIARIO S.A.-ECONOMISA"," Sociedades de Crédito Imobiliário - Repassadora","R. DA BAHIA, 1004 - 12. ANDAR",NA,"CENTRO","30160011.000000","BELO HORIZONTE","MG","31.000000","2741811.000000","SCR@ECONOMISA.COM.BR","WWW.ECONOMISA.COM.BR","2007","10","sociedades"
"18941229.000000","MUTUAL APETRIM CREDITO IMOBILIARIO S/A"," Sociedades de Crédito Imobiliário - Repassadora","AV. JOAO PINHEIRO, 146 - 11. ANDAR",NA,"CENTRO","30130922.000000","BELO HORIZONTE","MG","31.000000","2019077.000000",NA,NA,"2007","10","sociedades"
"20155248.000000","PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA"," Sociedades Distribuidoras de TVM","RUA LIBERO BADARÓ, 377","12º ANDAR CJ 1202","CENTRO","1009000.000000","SAO PAULO","SP","11.000000","31071079.000000","PARMETAL@PARMETAL.COM.BR",NA,"2007","10","sociedades"
"20230272.000000","GERALDO CORREA - CORRETORA DE VALORES MOBILIARIOS S/A","Sociedades Corretoras de TVM","RUA PARAIBA, 1323 - PILOTIS, 1/2 ANDARES","FUNCIONARIOS","FUNCIONÁRIOS","30130141.000000","BELO HORIZONTE","MG","31.000000","21036111.000000","DIRETORIA@GERALDOCORREA.COM.BR","WWW.GERALDOCORREA.COM.BR","2007","10","sociedades"
"24074692.000000","GUITTA CORRETORA DE CAMBIO LTDA."," Sociedades Corretoras de Câmbio","RUA LIBERO BADARO, 293 - 6. ANDAR - CONJ. B",NA,"CENTRO","1009000.000000","SAO PAULO","SP","11.000000","31163500.000000","GUITTA@GUITTA.COM.BR","GUITTA.COM.BR","2007","10","sociedades"
"24159923.000000","ACTION S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS"," Sociedades Distribuidoras de TVM","R. PADRE JOÃO MANUEL, 755 - 17ºANDAR","CONJ.171 E 172","CERQUEIRA CESAR","1411001.000000","SAO PAULO","SP","11.000000","38974699.000000","DTVM@ACTIONCAMBIO.COM.BR","WWW.ACTIONCAMBIO.COM.BR","2007","10","sociedades"
"25674235.000000","MUNDINVEST S.A.-CORRETORA DE CAMBIO E VALORES MOBILIARIOS","Sociedades Corretoras de TVM","RUA CURITIBA  2279",NA,"LOURDES","30170122.000000","BELO HORIZONTE","MG","31.000000","30716565.000000","MUNDINVEST@MUNDINVEST.COM.BR","WWW.MUNDINVEST.COM.BR","2007","10","sociedades"
"26386169.000000","MERCANTIL DO BRASIL LEASING S.A. - ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","RUA RIO DE JANEIRO 654 - 4 ANDAR",NA,"CENTRO","30160912.000000","BELO HORIZONTE","MG","31.000000","30576292.000000","MB.CONTROLADORIA@MERCANTIL.COM.BR",NA,"2007","10","sociedades"
"27098060.000000","BANKPAR ARRENDAMENTO MERCANTIL S.A."," Sociedades de Arrendamento Mercantil ","CALCADA DOS MIRTILOS, 33, 1 PISO","CENTRO COMERCIAL DE ALPHAVILLE","ALPHAVILLE","6453019.000000","BARUERI","SP","11.000000","41959404.000000","AEBB@AEBB.COM.BR","WWW.AEBB.COM.BR","2007","10","sociedades"
"27406222.000000","DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","AV.NOSSA SENHORA DA PENHA, 2035",NA,"SANTA LUCIA","29056245.000000","VITORIA","ES","27.000000","33358000.000000","ALESSANDERD@DACASA.COM.BR","WWW.DACASA.COM.BR","2007","10","sociedades"
"27652684.000000","GERAÇÃO FUTURO CORRETORA DE VALORES SA.","Sociedades Corretoras de TVM","PRAÇA XV DE NOVEMBRO, Nº 20","GRUPO 1201 - B","CENTRO","20010010.000000","RIO DE JANEIRO","RJ","21.000000","21699999.000000","CORRETORA.RJ@GERAFUTURO.COM.BR","WWW.GERAFUTURO.COM.BR","2007","10","sociedades"
"28048783.000000","ELITE CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA","Sociedades Corretoras de TVM","PRACA PIO X, 55 - 11. ANDAR","PARTE","CENTRO","20040020.000000","RIO DE JANEIRO","RJ","21.000000","22912103.000000","ELITERJ@ELITECCVM.COM.BR","WWW.ELITECCVM.COM.BR","2007","10","sociedades"
"28116887.000000","DIMARCO DISTRIBUIDORA DE TITULOS E VALORES MOBLIARIOS S/A"," Sociedades Distribuidoras de TVM","RUA DO MERCADO, 11 / 12º ANDAR",NA,"CENTRO","20010120.000000","RIO DE JANEIRO","RJ","21.000000","25095159.000000","FUTURO@DIMARCO.COM.BR","WWW.DIMARCO.COM.BR","2007","10","sociedades"
"28156057.000000","BANESTES DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A"," Sociedades Distribuidoras de TVM","RUA JOÃO DA CRUZ, Nº 42","LOJA 03","PRAIA DO CANTO","29055620.000000","VITORIA","ES","27.000000","33833100.000000","DTVM@BANESTES.COM.BR",NA,"2007","10","sociedades"
"28156214.000000","UNILETRA CORRETORA DE CÃMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.","Sociedades Corretoras de TVM","PR.COSTA PEREIRA, 52 - SALAS 306/8 E 501/5",NA,"CENTRO","29010080.000000","VITORIA","ES","27.000000","40090200.000000","UNILETRA@UNILETRA.COM.BR","WWW.UNILETRA.COM.BR","2007","10","sociedades"
"29650082.000000","UBS PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS"," Sociedades Distribuidoras de TVM","PRAIA DE BOTAFOGO, 501/ 5º ANDAR - PARTE","TORRE CORCOVADO","BOTAFOGO","22250040.000000","RIO DE JANEIRO","RJ","21.000000","25149736.000000","FERNANDA.JORGE@UBS.COM",NA,"2007","10","sociedades"
"29710738.000000","CELTON CORRETORA DETÍTULOS E VALORES MOBILIÁRIOS LTDA","Sociedades Corretoras de TVM","Av. Pres. Vargas","583-B, sala 2218","Centro","20007100.000000","RIO DE JANEIRO","RJ","21.000000","25076996.000000",NA,NA,"2007","10","sociedades"
"30032635.000000","ARBI S/A - SOCIEDADE CORRETORA DE CAMBIO, TITS. E VALS. MOB.","Sociedades Corretoras de TVM","RUA DIAS FERREIRA, 190 S/201 - PARTE",NA,"LEBLON","22431050.000000","RIO DE JANEIRO","RJ","21.000000","25291800.000000","CORRETORA@BANCOARBI.COM.BR",NA,"2007","10","sociedades"
"30121792.000000","CREDIT SUISSE (BRASIL) DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A."," Sociedades Distribuidoras de TVM","AV BRIGADEIRO FARIA LIMA, 3064, 13 ANDAR (PARTE)",NA,"JARDIM PAULISTANO","1451000.000000","SAO PAULO","SP","11.000000","38416000.000000",NA,NA,"2007","10","sociedades"
"30280184.000000","BOREAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A."," Sociedades Distribuidoras de TVM","RUA JARDIM BOTANICO 600","SALA 205","JARDIM BOTANICO","22461000.000000","RIO DE JANEIRO","RJ","21.000000","21073737.000000","EDSON@BOREAL.COM.BR","WWW.BOREAL.COM.BR","2007","10","sociedades"
"30711501.000000","FIBRA ASSET MANAGEMENT DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA."," Sociedades Distribuidoras de TVM","AV. BRIGADEIRO FARIA LIMA, 3729 - 11. ANDAR_PARTE",NA,"ITAIM BIBI","4538905.000000","SAO PAULO","SP","11.000000","38476920.000000","MARIA.AMARAL@BANCOFIBRA.COM.BR","WWW.BANCOFIBRA.COM.BR","2007","10","sociedades"
"30822936.000000","BB ADMINISTRACAO DE ATIVOS-DIST. DE TIT. E VAL.MOB. S/A"," Sociedades Distribuidoras de TVM","PRAÇA XV DE NOVEMBRO, 20 - 2º E 3º ANDARES","SALAS 201,202,301 E 302 - ED. BOLSA DO RIO","CENTRO","20010010.000000","RIO DE JANEIRO","RJ","21.000000","38087500.000000","BBDTVM@BB.COM.BR",NA,"2007","10","sociedades"
"31546476.000000","BB-LEASING S/A ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","SBS QUADRA 1, BL. C, LOTE 32/PARTE, 6º ANDAR",NA,"ASA SUL","70073901.000000","BRASILIA","DF","61.000000","33105353.000000","DICOM@BB.COM.BR",NA,"2007","10","sociedades"
"32206435.000000","SUL AMERICA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A."," Sociedades Distribuidoras de TVM","RUA PEDRO AVANCINE, 73, 2 ANDAR",NA,"JARDIM PANORAMA","5679160.000000","SAO PAULO","SP","11.000000","37794800.000000",NA,NA,"2007","10","sociedades"
