"CNPJ","NOME_CONGLOMERADO","NOME_INSTITUICAO","TIPO_PARTICIPACAO","tipo","codigo"
33318163,"ITAU","HIPERCARD SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.                                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",10069
33318163,"ITAU","HIPERCARD SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.                                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",10069
33318163,"ITAU","HIPERCARD SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.                                                                                                                                       ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
62418140,"ITAU","INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.                                                                                                                                             ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
61194353,"ITAU","ITAU CORRETORA DE VALORES S.A.                                                                                                                                                                          ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
62224134,"ITAU","ITAUBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
92880749,"ITAU","ITAUVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.                                                                                                                                            ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
776,"ITAU","ITAÚ ADMINISTRADORA DE CONSÓRCIOS LTDA.                                                                                                                                                                 ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
33311713,"ITAU","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.                                                                                                                                                ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
60701190,"ITAU","ITAÚ UNIBANCO S.A.                                                                                                                                                                                      ","PARTICIPANTE                                                ","conglomerados",10069
