"CNPJ","NOME_DA_INSTITUIÇÃO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICÍPIO","UF","DDD","FONE","TIPO_COOPERATIVA","CLASSE_COOPER","ENDEREÇO_ELETRÔNICO","SÍTIO_NA_INTERNET","ano","mes","tipo"
"5746715.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE ESTADO DE DEFESA SOCIAL DE MINAS GERAIS","AVENIDA DO CONTORNO, 4099","CASA","SÃO LUCAS","30110021.000000","BELO HORIZONTE","MG","31.000000","32275529.000000","Crédito Mútuo","Singular","COOPSESP@YAHOO.COM.BR",NA,"2007","10","cooperativas"
"5747018.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEP, SESI, SENAI E IEL - CREDFISP LTDA.","RUA MANOEL GUIMARAES, 195",NA,"CENTRO","58100440.000000","CAMPINA GRANDE","PB","83.000000","33105486.000000","Crédito Mútuo","Singular","CREDFISP@FIEPB.ORG.BR",NA,"2007","10","cooperativas"
"5772229.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE PARANAVAÍ - SICOOB PARANAVAÍ","RUA MINAS GERAIS, 135",NA,"CENTRO","87702340.000000","PARANAVAI","PR","44.000000","34231909.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","SICOOB@FORNET.COM.BR",NA,"2007","10","cooperativas"
"5790149.000000","CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO ESPÍRITO SANTO LTDA. - CECOOPES","RUA GAMA ROSA, 76",NA,"CENTRO","29015100.000000","VITORIA","ES","27.000000","31324337.000000","Crédito Mútuo","Central","CECOOPES@CECOOPES.COM.BR,CECOOPES@TERRA.COM.BR",NA,"2007","10","cooperativas"
"5841967.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.","AV. 20 DE SETEMBRO, 3825","SALA 1","CENTRO","93800000.000000","SAPIRANGA","RS","51.000000","35294344.000000","Crédito Mútuo","Singular","CREDISA@CREDISA.BRTE.COM.BR",NA,"2007","10","cooperativas"
"5850566.000000","COOPERATIVA DE CREDITO RURAL DE DESENVOLVIMENTO SOLIDARIO DE IUNA-ES - CREDSOL","RUA DESEMBARGADOR EPAMINONDAS DO AMARAL, 113",NA,"CENTRO","29390000.000000","IUNA","ES","28.000000","35451249.000000","Crédito Rural","Singular","IUNA@CREDSOL-ES.COM.BR",NA,"2007","10","cooperativas"
"5853210.000000","COOPERATIVA DE CRÉDITO RURAL DOS PRODUTORES DA REGIÃO DE IRECÊ - CREDIRURAL","PRAÇA DR. MÁRIO DOURADO SOBRINHO, 74","TERREO","CENTRO","44900000.000000","IRECE","BA","74.000000","36415960.000000","Crédito Rural","Singular","CREDIRURAL@HOLISTICA.COM.BR",NA,"2007","10","cooperativas"
"5856736.000000","SICOOB - CREDINDÚSTRIA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA PRODUÇÃO INDUSTRIAL DO DISTRITO FEDERAL LTDA.","SIA TRECHO 3, LOTE 225 - ED. FIBRA - TÉRREO",NA,"GUARA","71200030.000000","BRASILIA","DF","61.000000","32331212.000000","Crédito Mútuo","Singular","CREDINDUSTRIA@FIBRA.ORG.BR",NA,"2007","10","cooperativas"
"5858518.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE MOGI GUAÇU E REGIÃO - SICOOB CREDIACIMG","RUA XV DE NOVEMBRO, 60",NA,"CENTRO","13840017.000000","MOGI-GUACU","SP","19.000000","38616550.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","CREDIACIMG@TERRA.COM.BR",NA,"2007","10","cooperativas"
"5861932.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS ADVOGADOS DE SANTA CATARINA - OABCRED","AVENIDA GOVERNADOR IRINEU BORNHAUSEN, 4860",NA,"AGRONOMICA","88025900.000000","FLORIANOPOLIS","SC","48.000000","32393592.000000","Crédito Mútuo","Singular","OABCRED@OABCRED.COM.BR","WWW.OABCRED.COM.BR","2007","10","cooperativas"
"5863726.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANANDUVA - CRESOL SANANDUVA","AV. SALZANO DA CUNHA, 447","PREDIO","CENTRO","99840000.000000","SANANDUVA","RS","54.000000","3433387.000000","Crédito Rural","Singular","CRESOLSN@TERRA.COM.BR",NA,"2007","10","cooperativas"
"5871212.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SUPPORT","AVENIDA ANDRÔMEDA, 1.690","SALA 5","JD SATELITE","12230001.000000","SAO JOSE DOS CAMPOS","SP","12.000000","39333128.000000","Crédito Mútuo","Singular","FFERRARA@CONBR.JNJ.COM",NA,"2007","10","cooperativas"
"5875674.000000","COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DO SUBMÉDIO SÃO FRANCISCO - ECOSOL SUBMÉDIO SÃO FRANCISCO","TRAVESSA DO GINÁSIO, 1340","ZONA 02, QUADRA 03","CENTRO","48930000.000000","CURACA","BA","74.000000","35311812.000000","Crédito Rural","Singular","ECOSOLSUBMED@ECOSOL.COM.BR",NA,"2007","10","cooperativas"
"5879577.000000","COOPERATIVA CENTRAL DE CREDITO RURAL DOS PEQUENOS AGRICULTORES E DA REFORMA AGRARIA LTDA - CREHNOR CENTRAL","AV DUQUE DE CAXIAS, 1597","SALA 101 - ED. SASSI","CENTRO","99560000.000000","SARANDI","RS","54.000000","33615400.000000","Crédito Mútuo","Central","CENTRAL@CREHNOR.COM.BR","WWW.CREHNOR.COM.BR","2007","10","cooperativas"
"5888589.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA GRANDE CURITIBA - SICOOB CURITIBA","RUA XV DE NOVEMBRO, 621","2º ANDAR","CENTRO","80020925.000000","CURITIBA","PR","41.000000","33202919.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","CONTABILIDADE@SICOOBCTBA.COM.BR/CONTROLADORIA@SICOOBCTBA.C",NA,"2007","10","cooperativas"
"5950221.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A - COOPTREM","RUA ERNESTO NEUGEBAUER, 1985",NA,"DONA THEODORA","90250140.000000","PORTO ALEGRE","RS","51.000000","21298595.000000","Crédito Mútuo","Singular","COOPTREM@TRENSURB.GOV.BR",NA,"2007","10","cooperativas"
"5969937.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.","PRAÇA VALENCIO DE BARROS, 45",NA,"CENTRO","14700009.000000","BEBEDOURO","SP","17.000000","33435451.000000","Crédito Mútuo","Singular","COOCRESB@MDBRASIL.COM.BR",NA,"2007","10","cooperativas"
"5979692.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DO CREA DO ESTADO DE SANTA CATARINA","RUA DOS ILHÉUS, 46","ED. ADOLFO ZIGELLI, SALA 303","CENTRO","88010560.000000","FLORIANOPOLIS","SC","48.000000","33240306.000000","Crédito Mútuo","Singular","CREDCREA@CREDCREA.COOP.BR","WWW.CREDCREA.COOP.BR","2007","10","cooperativas"
"5983995.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE HUMAITÁ - CRESOL HUMAITÁ","AVENIDA JOÃO PESSOA, 687",NA,NA,"98670000.000000","HUMAITA","RS","55.000000","35251044.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"5996245.000000","COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE BARÃO DE COTEGIPE - CREHNOR NORTE","AV. ANGELO CALEFFI , 287",NA,"CENTRO","99740000.000000","BARAO DE COTEGIPE","RS","54.000000","33612697.000000","Crédito Rural","Singular","CREHNOR@NORTE.CREHNOR.COM.BR",NA,"2007","10","cooperativas"
"6031727.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO","RUA AMANDAÚ, 162",NA,NA,"98960000.000000","SANTO CRISTO","RS","55.000000","35412754.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"6036510.000000","COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DE TRIUNFO E FLORES - ECOSOL TRIUNFO/FLORES","PRAÇA DR. SANTANA FILHO, 24",NA,"CENTRO","56870000.000000","FLORES","PE","87.000000","38571220.000000","Crédito Rural","Singular","TRIUNFOFLORES@ECOSOL.COM.BR",NA,"2007","10","cooperativas"
"6036911.000000","COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE TECNOLOGIA DA INFORMAÇÃO DE SÃO PAULO E MICROREGIÃO LTDA - CREDITE","AV.MARIA COELHO AGUIAR, 215","BLOCO C - 2º ANDAR - SALAS 24,28,30","JD.SÃO LUIS","5804900.000000","SAO PAULO","SP","11.000000","37419550.000000","Crédito Mútuo - Atividade Profissional","Singular","NMARTINS@CREDITECOOP.COM.BR","WWW.CREDITECOOP.COM.BR","2007","10","cooperativas"
"6049517.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES EM ESTABELECIMENTOS DE ENSINO DE PRESIDENTE PRUDENTE E REGIÃO","RUA ROBERTO SIMONSEN, 305",NA,"CENTRO","19060900.000000","PRESIDENTE PRUDENTE","SP","18.000000","32295350.000000","Crédito Mútuo - Atividade Profissional","Singular","CREDIEDUC@FCT.UNESP.BR",NA,"2007","10","cooperativas"
"6077760.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN","AV. PRESIDENTE KENNEDY, 754",NA,"ESTÁDIO","13501900.000000","RIO CLARO","SP","19.000000","35268212.000000","Crédito Mútuo - Empregados","Singular","COOPRICLAN@RICLAN.COM.BR",NA,"2007","10","cooperativas"
"6078926.000000","COOPERATIVA DE CREDITO MUTUO DOS ESCRIVAES, NOTARIOS E REGISTRADORES NO ESTADO DO PARANA.","AVENIDA CÂNDIDO DE ABREU, Nº 535","4º ANDAR","CENTRO CÍVICO","80530906.000000","CURITIBA","PR","41.000000","32546887.000000","Crédito Mútuo","Singular","URDCCURITIBA@ONDA.COM.BR",NA,"2007","10","cooperativas"
"6083191.000000","COOPERATIVA DE CRÉDITO RURAL SOLIDÁRIO DE RIBEIRÃO BRANCO","RUA CUSTÓDIO GOMES","913","CENTRO","18430000.000000","RIBEIRAO BRANCO","SP","15.000000","3553.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"6100881.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CÂNDIDO DE ABREU - CRESOL CÂNDIDO DE ABREU","AVENIDA PARANA 416",NA,"CENTRO","84470000.000000","CANDIDO DE ABREU","PR","43.000000","34761508.000000","Crédito Rural","Singular","CANDIDODEABREU@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"6115743.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA BOA VENTURA DE SÃO ROQUE","AV. SÃO ROQUE, SN",NA,"CENTRO","85225000.000000","BOA VENTURA DE SAO ROQUE","PR","42.000000","36521130.000000","Crédito Rural","Singular","BOAVENTURA@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"6126780.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PRUDENTÓPOLIS - CRESOL PRUDENTÓPOLIS","RUA PREFEITO ANTONIO WITCHEMICHEN, 1145",NA,"CENTRO","84400000.000000","PRUDENTOPOLIS","PR","42.000000","34463731.000000","Crédito Rural","Singular","PRUDENTOPOLIS@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"6139650.000000","COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE IBIRAIARAS LTDA - CREHNOR NORDESTE","RUA AUGUSTO POMATTI, 415","SALA 01","CENTRO","95305000.000000","IBIRAIARAS","RS","54.000000","99172220.000000","Crédito Rural","Singular","CREHNOR.IBIRAIARAS@NET11.COM.BR",NA,"2007","10","cooperativas"
"6174009.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE APUCARANA - SICOOB APUCARANA","RUA DR. OSWALDO CRUZ, 806",NA,"CENTRO","86800720.000000","APUCARANA","PR","43.000000","30336633.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","SICOOBAPUCARANA@NET21.COM.BR",NA,"2007","10","cooperativas"
"6240505.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB CREDIBRASIL","QN 206 ÁREA ESPECIAL Nº  2",NA,"SAMAMBAIA","72315065.000000","BRASILIA (SAMAMBAIA)","DF","61.000000","3570815.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","CREDIBRASIL@CREDIBRASIL.COM.BR",NA,"2007","10","cooperativas"
"6260899.000000","COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS REGIÕES METROPOLITANA, VALE DOS SINOS E PARANHANA - SICREDI EMPREENDEDORES RS","AV. ALBERTO BINS, 600","4º ANDAR, SALA 5","CENTRO","90030140.000000","PORTO ALEGRE","RS","51.000000","33588204.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular",NA,NA,"2007","10","cooperativas"
"6267304.000000","COOPERATIVA CENTRAL DE CRÉDITO E ECONOMIA SOLIDÁRIA - ECOSOL","RUA SÃO BENTO, 365","18º ANDAR","CENTRO","1011100.000000","SAO PAULO","SP","11.000000","31053032.000000","Crédito Mútuo","Central","CENTRAL@ECOSOL.COM.BR","WWW.ECOSOL.COM.BR","2007","10","cooperativas"
"6324872.000000","COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO NORTE DE MINAS LTDA - SICOOB CREDINOSSO","RUA CARLOS GOMES","110 A","CENTRO","39400042.000000","MONTES CLAROS","MG","38.000000","32216929.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","CREDINOSSO@VELOXMAIL.COM.BR",NA,"2007","10","cooperativas"
"6332931.000000","COOPERATIVA DE CRÉDITO RURAL DOS EMPREENDEDORES RURAIS DE RIO VERDE E REGIÃO - GOIÁS - SICREDI VERDE GO","RUA AUGUSTA BASTOS, 654",NA,"CENTRO","75901030.000000","RIO VERDE","GO","64.000000","36126576.000000","Crédito Rural","Singular","RIOVERDE-GO@SICREDIMS.COM.BR",NA,"2007","10","cooperativas"
"6353310.000000","COOPERATIVA DE CREDITO RURAL DOS AGRICULTORES FAMILIARES DA MICRO REGIAO DO CRATO","RUA JOSÉ CARVALHO, 153",NA,"CENTRO","63100020.000000","CRATO","CE","88.000000","35216317.000000","Crédito Rural","Singular","CRATO@ECOSOL.COM.BR","WWW.ECOSOL.COM.BR","2007","10","cooperativas"
"6369729.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI","AVENIDA DO TRABALHADOR, 408","CASA","FÁTIMA","88540000.000000","OTACILIO COSTA","SC","49.000000","2750549.000000","Crédito Mútuo - Empregados","Singular","PAPELCREDI@ECOSOL.COM.BR",NA,"2007","10","cooperativas"
"6879529.000000","COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DE NOVA IPIXUNA - ECOSOL NOVA IPIXUNA","TRAVESSA TAQUARI , 54",NA,"CENTRO","68585000.000000","NOVA IPIXUNA","PA","94.000000","33443433.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"6890201.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREI ROGÉRIO - CRESOL FREI ROGÉRIO","RUA ADOLFO SOLETTI, 578",NA,"CENTRO","89530000.000000","FREI ROGERIO","SC","49.000000","32570120.000000","Crédito Rural","Singular","FREIROGERIO@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"6910457.000000","COOPERATIVA DE CRÉDITO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO","RUA 13 DE MAIO, 363",NA,"CENTRO","13650000.000000","SANTA CRUZ DAS PALMEIRAS","SP","19.000000","36722929.000000","Livre Admissão - população até 300 mil habitantes","Singular","GERENCIA@CREDICUCAR.COM.BR",NA,"2007","10","cooperativas"
"6913907.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DO SETOR INDUSTRIAL ASSOCIADOS AO CIESP DA ALTA NOROESTE DE SÃO PAULO - SICREDI CIESP ALTA NOROESTE","RUA ROBERTO CLARK, 460",NA,"CENTRO","16200043.000000","BIRIGUI","SP","18.000000","36498008.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","JOAO.FERREIRA@JOFER.COM.BR",NA,"2007","10","cooperativas"
"6940082.000000","COOPETRAUX-CRED - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS EM POSTOS DE REVENDA DE COMBUSTIVEIS DO GRANDE RIO LTDA.","RUA BENEDITINOS, 18","11º ANDAR (PARTE)","CENTRO","20081050.000000","RIO DE JANEIRO","RJ","21.000000","22031652.000000","Crédito Mútuo - Empregados","Singular","COOPETRAUXCRED@VELOXMAIL.COM.BR",NA,"2007","10","cooperativas"
"6942423.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI","AV. VICENTE MACHADO, 18","8º ANDAR","CENTRO","80420010.000000","CURITIBA","PR","41.000000","30150523.000000","Crédito Mútuo","Singular","EUSTAQUIO@BANCARIOSDECURITIBA.ORG.BR",NA,"2007","10","cooperativas"
"6948735.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DO SETOR INDUSTRIAL ASSOCIADOS AO CIESP DO ABCD PAULISTA - SICREDI CIESP ABCD","AV. IMPERATRIZ LEOPOLDINA, 230",NA,"NOVA PETROPOLIS","9770270.000000","SAO BERNARDO DO CAMPO","SP","11.000000","43329051.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","CESAR@STARGROUP.COM.BR",NA,"2007","10","cooperativas"
"6970227.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DO SETOR INDUSTRIAL ASSOCIADOS AO CIESP DA ALTA MOGIANA - SICREDI CIESP ALTA MOGIANA","AV. MARGINAL ADAMO MELONI, 3563","3 ANDAR - SALAS 336/337- CENTRO EMPRESARIAL ZANINI","DISTRITO INDUSTRIAL","14175000.000000","SERTAOZINHO","SP","16.000000","39453862.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","PRESIDENCIA@CAMAQ.COM.BR",NA,"2007","10","cooperativas"
"6975532.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS E MICROS EMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE LTDA - COOPESA","AVENIDA FERNANDO FERRARI 1001","SALA 2","ANCHIETA","90200041.000000","PORTO ALEGRE","RS","51.000000","33713777.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","CONTABILIDADE@COOPESARS.COM.BR",NA,"2007","10","cooperativas"
"7016503.000000","COOPERATIVA DE CRÉDITO DA AGRICULTURA FAMILIAR SOLIDÁRIA DE ARAPONGA - ECOSOL ARAPONGA-MG","RUA BENVINDO DOS ANJOS MACEDO, 77",NA,"CENTRO","36594000.000000","ARAPONGA","MG","31.000000","38941110.000000","Crédito Rural","Singular","ARAPONGA@ECOSOL.COM.BR",NA,"2007","10","cooperativas"
"7026923.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE UMUARAMA - SICOOB ARENITO","AV. BRASIL 4114",NA,"CENTRO","87501000.000000","UMUARAMA","PR","44.000000","6224111.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","SICOOBARENITO@ADSTURBO.COM.BR",NA,"2007","10","cooperativas"
"7030145.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS PRAÇAS E OFICIAIS DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO - COOPERACS- SP","AV. MARQUÊS DE SÃO VICENTE, 531 - 3º ANDAR",NA,"BARRA FUNDA","1139001.000000","SAO PAULO","SP","11.000000","38718185.000000","Crédito Mútuo - Atividade Profissional","Singular","SAC@COOPERACS.COM.BR","WWW.COOPERACS.COM.BR","2007","10","cooperativas"
"7042196.000000","UNIVERSICRED COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA ASOEC - ASSOCIACAO SALGADO DE OLIVEIRA","RUA VISCONDE DE SEPETIBA, 935","SALA 714","CENTRO","24020082.000000","NITEROI","RJ","21.000000","21381975.000000","Crédito Mútuo - Empregados","Singular","SERGIOFIGOLI@UOL.COM.BR-MARCIA.CORREA@UNIVERSICRED.COM.BR",NA,"2007","10","cooperativas"
"7052616.000000","COOPERATIVA DE CRÉDITO DE BARBALHA LTDA","PRAÇA FILGUEIRAS SAMPAIO, 32",NA,"CENTRO","63180000.000000","BARBALHA","CE","88.000000","35320007.000000","Luzzatti","Singular","CCB@BAYDEJBC.COM.BR",NA,"2007","10","cooperativas"
"7070495.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE VEÍCULOS, PEÇAS E ACESSÓRIOS PARA VEÍCULOS DE CURITIBA E REGIÃO - SICREDI SINCOCRED","RUA ALFERES POLI, 1271",NA,"REBOUÇAS","80230090.000000","CURITIBA","PR","41.000000","33328942.000000","Crédito Mútuo","Singular","LUIZ_HALMENSCHLAGER@SICREDI.COM.BR",NA,"2007","10","cooperativas"
"7076644.000000","COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDARIA DE REALEZA - CRESOL REALEZA","RUA MEXICO,3636","CENTRO",NA,"85770000.000000","REALEZA","PR","46.000000","35433270.000000","Crédito Rural","Singular","REALEZA@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"7097064.000000","COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DE MARECHAL CÂNDIDO RONDON - SICOOB MARECHAL","RUA SANTA CATARINA 577","PRÉDIO","CENTRO","85960000.000000","MARECHAL CANDIDO RONDON","PR","45.000000","2842005.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","SICOOB@SICOOBMARECHAL.COM.BR",NA,"2007","10","cooperativas"
"7108146.000000","COOPERATIVA DE CRÉDITO RURAL DO VALE RIO CRIXÁS LTDA","RUA THOMAZ DE CAMPOS","LOTE 01, QUADRA 11","CENTRO","76510000.000000","CRIXAS","GO","62.000000","3652874.000000","Crédito Rural","Singular","CRIXAS@SICOOBGOIAS.COM.BR",NA,"2007","10","cooperativas"
"7122321.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE CORONEL VIVIDA - SICOOB CORONEL VIVIDA","RUA BRIGADEIRO ROCHA LOURES, 156","TERREO","CENTRO","85550000.000000","CORONEL VIVIDA","PR","46.000000","32324545.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","SICOOB@WLNCORONEL.COM",NA,"2007","10","cooperativas"
"7168807.000000","COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS EMPREGADOS DA EMPRESA SONDA DO BRASIL S/A - COOPERSONDAIMARÉS","AV. ANDROMEDA, 2000","BLOCO 19","ALPHAVILLE","6473900.000000","SAO PAULO","SP","11.000000","45062257.000000","Crédito Mútuo - Empregados","Singular","ENIO.FATICA@SONDAIMARES.COM.BR",NA,"2007","10","cooperativas"
"7174980.000000","COOPERATIVA DE CRÉDITO CAIXEIRAL DO CRATO LTDA.","RUA DR. JOAO PESSOA, 325",NA,"CENTRO","63100050.000000","CRATO","CE","88.000000","35210506.000000","Luzzatti","Singular",NA,NA,"2007","10","cooperativas"
"7194313.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE ARAPONGAS - SICOOB ARAPONGAS","AV. ARAPONGAS, Nº 1332",NA,"CENTRO","86701000.000000","ARAPONGAS","PR","43.000000","2741011.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular",NA,NA,"2007","10","cooperativas"
"7201122.000000","CREDZAT - COOPERATIVA DE FOMENTO AO CRÉDITO DE FORTALEZA LTDA.","RUA COSTA BARROS, 941","LOJA 5","CENTRO","60160280.000000","FORTALEZA","CE","85.000000","32531155.000000","Luzzatti","Singular","CREDZAT@FORTALNET.COM.BR",NA,"2007","10","cooperativas"
"7202627.000000","COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS","RUA ESPARTA, 46","PRÉDIO","CENTRO","89805025.000000","CHAPECO","SC","49.000000","33614800.000000","Crédito Mútuo","Central","JONAS@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"7206072.000000","COOPERATIVA DE CRÉDITO RURAL DO ALTO PARANAPANEMA - SICREDI CAPAL","RUA MOISÉS LUPION, Nº 106",NA,"CENTRO","84990000.000000","ARAPOTI","PR","43.000000","35576822.000000","Crédito Rural","Singular","TILENE_FARINA@SICREDI.COM.BR",NA,"2007","10","cooperativas"
"7208637.000000","COOPERATIVA DE CRÉDITO DA AGRICULTURA FAMILIAR E ECONOMIA SOLIDÁRIA DE TOMBOS, PEDRA DOURADA E QUEIROZES, DISTRITO DE EUGENÓPOLIS - MG - ECOSOL TOMBOS","PRAÇA CORONEL QUINTÃO, 05","SALA 1","CENTRO","36844000.000000","TOMBOS","MG","32.000000","37511283.000000","Crédito Rural","Singular","TOMBOS@ECOSOL.COM.BR",NA,"2007","10","cooperativas"
"7211070.000000","COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE PALMITOS - CREHNOR PALMITOS","AV. BRASIL, 1485","SALA 02",NA,"89887000.000000","PALMITOS","SC","54.000000","33612697.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"7211698.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE LONDRINA - CRESOL LONDRINA","AVENIDA DUQUE DE CAXIAS 1818","SALA 05","JARDIM IGAPÓ","86010200.000000","LONDRINA","PR","43.000000","33298290.000000","Crédito Rural","Singular","LONDRINA@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
