"CNPJ","NOME_INSTITUIÇÃO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICIPIO","UF","DDD","FONE","EMAIL","ENDEREÇO_ELETRONICO","ano","mes","tipo"
"91107581.000000","FARROUPILHA ADMINISTRADORA DE CONSORCIOS LTDA","RST 453,  KM 121, Nº 650","5° ANDAR","SANTA CATARINA","95180000.000000","FARROUPILHA","RS","54.000000","32688329.000000","HENRIQUE@COLOMBO.COM.BR","WWW.CONSORCIOCOLOMBO.COM.BR","2008","04","consorcios"
"91108027.000000","RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.","AV. ABRAMO RANDON, 770",NA,"INTERLAGOS","95055010.000000","CAXIAS DO SUL","RS","54.000000","32092725.000000",NA,NA,"2008","04","consorcios"
"43031418.000000","CINERAL SC LTDA ADMINISTRACAO DE CONSORCIO - IMPEDIDA CRIAR NOVOS GRUPOS","RUA ANTONIO DE BARROS, 339",NA,"TATUAPE","3089000.000000","SAO PAULO","SP","11.000000","69420422.000000",NA,NA,"2008","04","consorcios"
"91341925.000000","ADMINISTRADORA DE CONSORCIOS SPENGLER LTDA","RUA 28 DE SETEMBRO, 1779","SEDE","CENTRO","96810530.000000","SANTA CRUZ DO SUL","RS","51.000000","37157000.000000","CONSORCIOSPENGLER@SPENGLER.COM.BR","WWW.SPENGLER.COM.BR","2008","04","consorcios"
"80563976.000000","GUARARAPES ADMINISTRADORA DE CONSORCIOS S/C LTDA","AV. AGUA VERDE, 452",NA,"AGUA VERDE","80620200.000000","CURITIBA","PR","41.000000","35954300.000000","ATENDIMENTO@CONSORCIOGUARARAPES.COM.BR","WWW.CONSORCIOGUARARAPES.COM.BR","2008","04","consorcios"
"91744714.000000","GAUCHACAR ADMINISTRADORA DE CONSORCIOS LTDA - IMPEDIDA CRIAR NOVOS GRUPOS",NA,NA,NA,NA,"PORTO ALEGRE","RS","51.000000","30456946.000000",NA,NA,"2008","04","consorcios"
"91900696.000000","GLOBAL ADMINISTRADORA DE CONSORCIOS LTDA","RUA  DONA DELIA DREBES, 160 - CJ. 101 A 105",NA,"CENTRO","96700000.000000","SAO JERONIMO","RS","51.000000","36519000.000000","GLOBAL@DREBES.COM.BR",NA,"2008","04","consorcios"
"91984633.000000","3 PIRAMIDES ADMINISTRADORA DE CONSORCIOS LTDA","RUA PERNAMBUCO, 212","SALA 02","HUMAITA","95700000.000000","BENTO GONCALVES","RS","54.000000","34513411.000000","3PIRAMIDES@3PIRAMIDES.COM.BR","WWW.3PIRAMIDES.COM.BR","2008","04","consorcios"
"94444312.000000","CENTRO SUL ADMINISTRADORA DE CONSÓRCIOS LTDA.","AV. ANGELO BOLSON, 1545",NA,"VILA FORMOSA","97070000.000000","SANTA MARIA","RS","55.000000","30278700.000000","CENTROSUL@CONSORCIO.NET","CONSORCIO.NET","2008","04","consorcios"
"92005685.000000","LC ADMINISTRADORA DE CONSORCIOS LTDA","RUA BORGES DE MEDEIROS 484","CENTRO","CENTRO","98300000.000000","PALMEIRA DAS MISSOES","RS","55.000000","37421433.000000","LCCONSORCIOS@MKSNET.COM.BR","WWW.LCCONSORCIOS.COM.BR","2008","04","consorcios"
"7270184.000000","ASSOCIACAO ATLETICA DO BANCO DO BRASIL - CE","AV. DA ABOLICAO, 2311",NA,"MEIRELES","60165080.000000","FORTALEZA","CE","85.000000","35354700.000000","FORTALEZA@AABB.COM.BR",NA,"2008","04","consorcios"
"92459213.000000","CONESUL ADMINISTRADORA DE CONSORCIOS LTDA","BR/158 KM 60  N. 1.500",NA,"CERRITO","97060090.000000","SANTA MARIA","RS","55.000000","32207900.000000","CONE.SUL@TERRA.COM.BR",NA,"2008","04","consorcios"
"92692979.000000","BANRISUL S.A. - ADMINISTRADORA DE CONSÓRCIOS","RUA CALDAS JÚNIOR, 108","4º ANDAR","CENTRO","90010260.000000","PORTO ALEGRE","RS","51.000000","32152519.000000","CONSORCIO_DG@BANRISUL.COM.BR",NA,"2008","04","consorcios"
"31728579.000000","CONSÓRCIO ECONÔMICO LTDA.","AV. VITORIA, 2454",NA,"HORTO","29050140.000000","VITORIA","ES","27.000000","21219400.000000","DIRETORIA@CONSORCIOECONOMICO.COM.BR","WWW.CONSORCIOECONOMICO.COM.BR","2008","04","consorcios"
"31505431.000000","GRG ADMINISTRADORA NACIONAL DE CONSORCIO S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. NILO PECANHA, 134",NA,"GOYTACAZES","28040000.000000","CAMPOS DOS GOYTACAZES","RJ","24.000000","7331515.000000",NA,NA,"2008","04","consorcios"
"30650667.000000","RIO-PLAN ADMINISTRADORA DE CONSORCIO S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV NILO PEÇANHA, 50, SALA 2111",NA,"CENTRO","20020906.000000","RIO DE JANEIRO","RJ","21.000000","22153729.000000","CONSORCIO-RIOPLAN@BOL.COM.BR",NA,"2008","04","consorcios"
"30645154.000000","MIDIA ADMINISTRADORA DE CONSORCIOS LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. BRIGADEIRO LIMA E SILVA, 711 (PARTE)",NA,"25 DE AGOSTO","25085130.000000","DUQUE DE CAXIAS","RJ","21.000000","26718000.000000",NA,NA,"2008","04","consorcios"
"30413652.000000","ALAIR FERREIRA & COMPANHIA LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. RIO BRANCO, 109, 22. ANDAR (PARTE)",NA,"CENTRO","20040004.000000","RIO DE JANEIRO","RJ","21.000000","4620964.000000",NA,NA,"2008","04","consorcios"
"30412977.000000","ADMINISTRADORA DE CONSÓRCIO NACIONAL LÍDER LTDA.","AVENIDA PRESIDENTE DUTRA, 1400 2 ANDAR",NA,"PRESID.COSTA E SILVA","28300000.000000","ITAPERUNA","RJ","22.000000","38242800.000000","CNL@GRUPOLIDER.COM.BR","WWW.CONSORCIOLIDER.COM.BR","2008","04","consorcios"
"92965748.000000","ASSOCIACAO DOS JUIZES DO RIO GRANDE DO SUL","RUA CELESTE GOBBATO, 81",NA,"PRAIA DE BELAS","90110160.000000","PORTO ALEGRE","RS","51.000000","32849100.000000","AJURIS@AJURIS.ORG.BR","WWW.AJURIS.ORG.BR","2008","04","consorcios"
"92002609.000000","REDE OESTE ADMINISTRADORA DE CONSORCIOS LTDA","AV TUPI, 3407",NA,"BAIXADA INDUSTRIAL","85505000.000000","PATO BRANCO","PR","46.000000","32256379.000000",NA,NA,"2008","04","consorcios"
"15583743.000000","REVAISA ADMINISTRADORA DE CONSORCIOS S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. DR. CARLOS FIRPO, 307","LOJA 02","CENTRO","49010250.000000","ARACAJU","SE","79.000000","32117176.000000","DIRETORIA@CONSORCIOREVAISA.COM.BR","WWW.CONSORCIOREVAISA.COM.BR","2008","04","consorcios"
"25569997.000000","CONSORCIO METROPOLE LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","RUA XV DE NOVEMBRO, 259 - 2. ANDAR",NA,"CENTRO","84010020.000000","PONTA GROSSA","PR","42.000000","2222324.000000",NA,NA,"2008","04","consorcios"
"13176896.000000","SAMAM ADMINISTRADORA DE CONSÓRCIOS LTDA","RUA BASÍLIO ROCHA, 126",NA,"GETÚLIO VARGAS","49055110.000000","ARACAJU","SE","79.000000","32116022.000000","CONSORCIO@SAMAM.COM.BR","CONSORCIOSAMAM.COM.BR","2008","04","consorcios"
"13221411.000000","CONSENSO ADMINISTRADORA DE CONSORCIOS S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. ANTÔNIO CARLOS MAGALHÃES, 34","EDF. SERVICENTER, SALA 26","ITAIGARA","41825000.000000","SALVADOR","BA","71.000000","33538787.000000","CONSENSOLTDA@IG.COM.BR",NA,"2008","04","consorcios"
"13548938.000000","ASSOCIACAO BAHIANA DE MEDICINA ABM","RUA BAEPENDI, 162","CASA","ONDINA","40170070.000000","SALVADOR","BA","71.000000","21079666.000000","ABM@ABMNET.ORG.BR",NA,"2008","04","consorcios"
"14722755.000000","ADMINISTRADORA DE CONSORCIOS BAHIAFORTE S/C LTDA.","RUA DES. POLYBIO MENDES DA SILVA, 159","JAGUARIBE MALL, LOJA 111","PIATÃ","41650480.000000","SALVADOR","BA","71.000000","33678562.000000","CONTABILIDADE@BAHIAFORTE.COM.BR","WWW.BAHIAFORTE.COM.BR","2008","04","consorcios"
"21275235.000000","CONSORCIO ATUAL LTDA","AV. RIO DOCE, N. 4353",NA,"ILHA DOS ARAUJOS","35020500.000000","GOVERNADOR VALADARES","MG","33.000000","32754200.000000","CONSORCIO@ATUALVEICULOS.COM.BR",NA,"2008","04","consorcios"
"21098470.000000","SANTA FE ADMINISTRADORA DE CONSORCIOS LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV.JOAO PINHEIRO, 146 - 5.ANDAR",NA,"CENTRO","30130180.000000","BELO HORIZONTE","MG","31.000000","2740121.000000",NA,NA,"2008","04","consorcios"
"20919916.000000","CONSÓRCIO OPÇÃO LTDA","PRAÇA XV DE NOVEMBRO, 20","SALA 102","CENTRO","35540000.000000","OLIVEIRA","MG","37.000000","33316000.000000","OPCAO@CONSORCIOOPCAO.COM.BR","WWW.CONSORCIOOPCAO.COM.BR","2008","04","consorcios"
"13167184.000000","ADMINISTRADORA DE CONSÓRCIOS ARACAJU LTDA.","PRAÇA CAMERINO, 66",NA,"CENTRO","49010260.000000","ARACAJU","SE","79.000000","37111188.000000",NA,NA,"2008","04","consorcios"
"20261327.000000","CANCELLA NACIONAL ADMINISTRADORA DE CONSÓRCIOS LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","RUA 20, 1258",NA,"CENTRO","38300074.000000","ITUIUTABA","MG","34.000000","2681611.000000","CANCELLA@MGT.COM.BR",NA,"2008","04","consorcios"
"21997259.000000","EMPREENDIMENTOS MAFRA LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. DOM PEDRO II, 1773",NA,"CARLOS PRATES","30710010.000000","BELO HORIZONTE","MG","31.000000","32706300.000000","MAFRA@CONSORCIOMAFRA.COM.BR",NA,"2008","04","consorcios"
"15592348.000000","LYSCAR ADMINISTRADORA DE CONSORCIOS S/C LTDA","RUA BASILIO ROCHA 182",NA,"GETULIO VARGAS","49055110.000000","ARACAJU","SE","79.000000","32185353.000000","CONSORCIO@LYSCAR.COM.BR","WWW.LYSCAR.COM.BR","2008","04","consorcios"
"16532830.000000","ASSOCIACAO DOS FUNCIONARIOS DO BDMG","R. BERNARDO GUIMARAES, 1587",NA,"LOURDES","30140081.000000","BELO HORIZONTE","MG","31.000000","32198464.000000",NA,NA,"2008","04","consorcios"
"19795236.000000","HAAS ADMINISTRADORA DE CONSÓRCIOS LTDA","RUA ALAGOAS, NR.145","LOJA 01","FUNCIONÁRIOS","30130160.000000","BELO HORIZONTE","MG","31.000000","45018030.000000","CONSORCIO@CASAARTHURHAAS.COM.BR",NA,"2008","04","consorcios"
"16551061.000000","PONTA ADMINISTRADORA DE CONSORCIOS LTDA","CRS 513 BLOCO A LOJAS 05/06",NA,"ASA SUL","70380510.000000","BRASILIA","DF","61.000000","21056555.000000",NA,"WWW.CONSORCIOPONTA.COM.BR","2008","04","consorcios"
"16583882.000000","MIDISA ADMINISTRACAO DE CONSORCIOS LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. PRESIDENTE ANTONIO CARLOS, 928",NA,"SAO CRISTOVAO","31210000.000000","BELO HORIZONTE","MG","31.000000","4211929.000000",NA,NA,"2008","04","consorcios"
"16841843.000000","VERBA ADMINISTRADORA DE CONSORCIOS LTDA","AV. ANTONIO CARLOS, 4303",NA,"SAO FRANCISCO","31270010.000000","BELO HORIZONTE","MG","31.000000","34487000.000000","BRASVEL@BRASVEL.COM.BR",NA,"2008","04","consorcios"
"19223411.000000","UNIÃO ADMINISTRADORA DE CONSÓRCIOS LTDA","RUA PROFESSOR PATROCINIO  FILHO, 70",NA,"PALMARES","31160550.000000","BELO HORIZONTE","MG","31.000000","34297700.000000","UNIAO@UNIAOCONSORCIO.COM.BR","WWW.UNIAOCONSORCIO.COM.BR","2008","04","consorcios"
"18096883.000000","SOMACO - SOCIEDADE MONVEP ADMINISTRADORA DE CONSÓRCIOS LTDA","AV. DEPUTADO ESTEVES RODRIGUES, 1001",NA,"CENTRO","39400215.000000","MONTES CLAROS","MG","38.000000","36905100.000000","SOMACO@CONSORCIOMONVEP.COM.BR","WWW.CONSORCIOMONVEP.COM.BR","2008","04","consorcios"
"17800533.000000","CONSORCIO NACIONAL IMPERIAL S/C LTDA.","AV. RIO BRANCO, 841",NA,"CENTRO","65725000.000000","PEDREIRAS","MA","99.000000","36421323.000000","CONTABILIDADE@CONSORCIOIMPERIAL.COM.BR",NA,"2008","04","consorcios"
"20489415.000000","ABRACON ADMINISTRADORA BRASILEIRA DE CONSORCIOS LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","RUA RIO DE JANEIRO, 462","15º ANDAR - SALA 1506","CENTRO","30160909.000000","BELO HORIZONTE","MG","31.000000","32010113.000000",NA,NA,"2008","04","consorcios"
"23852429.000000","UNIÃO NACIONAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL - UNAFISCO DE MINAS GERAIS","RUA ESPIRITO SANTO, 616,","12º ANDAR","CENTRO","30160030.000000","BELO HORIZONTE","MG","31.000000","32499006.000000","CONSORCIOUNAFISCOMG@TERRA.COM.BR",NA,"2008","04","consorcios"
"7336852.000000","CONBRAV - ADMINISTRADORA DE CONSÓRCIOS LTDA.","AV. JOSÉ BASTOS, 777","MEZANINO","JACARECANGA","60325330.000000","FORTALEZA","CE","85.000000","32883533.000000","CONBRAV@CRASA..COM.BR - CONBRAV.CONT@CRASA.COM.BR",NA,"2008","04","consorcios"
"25040023.000000","HONORATO ADMINISTRADORA DE CONSÓRCIOS LTDA","AV. PRESIDENTE VARGAS, 3600",NA,"VILA MARIA","75905310.000000","RIO VERDE","GO","64.000000","6123011.000000",NA,NA,"2008","04","consorcios"
"25018300.000000","PINHEIRO'S ADMINISTRADORA DE CONSORCIOS LTDA","AV. 24 DE OUTUBRO, 196",NA,"ST. DOS FUNCIONARIOS","74543100.000000","GOIANIA","GO","62.000000","5236629.000000",NA,NA,"2008","04","consorcios"
"8570707.000000","ELDORADO ADMINISTRADORA DE CONSORCIO LTDA","AV. PRUDENTE DE MORAIS, 1610",NA,"TIROL","59020400.000000","NATAL","RN","84.000000","40086868.000000","CONTABILIDADE@CONSORCIOELDORADO.COM.BR",NA,"2008","04","consorcios"
"24862344.000000","ARIGATÔ ADMINISTRADORA DE CONSÓRCIO LTDA","AV. JK, 123",NA,"JUNDIAI","75110390.000000","ANAPOLIS","GO","62.000000","33112100.000000","CONSORCIOARIGATO@TERRA.COM.BR","WWW.CONSORCIOARIGATO.COM.BR","2008","04","consorcios"
"24861965.000000","ONOGAS ADMINISTRADORA DE CONSORCIOS LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. DA CERAMICA, 255 - ANEXO 1 - SALA 502",NA,"JARDIM NOVO MUNDO","74703260.000000","GOIANIA","GO","62.000000","2061010.000000",NA,NA,"2008","04","consorcios"
"24857112.000000","ARAGUAIA ADMINISTRADORA DE CONSÓRCIO LTDA","AV. BRASIL SUL, 2800",NA,"JD. GONÇALVES","75123160.000000","ANAPOLIS","GO","62.000000","3131544.000000","CONSORCIO@CONSORCIOARAGUAIA.COM.BR","WWW.CONSORCIOARAGUAIA.COM.BR","2008","04","consorcios"
"9111444.000000","PROMOVE PROMOCAO DE NEGOCIOS MERCANTIS LTDA","AV. EPITÁCIO PESSOA, 3535",NA,"MIRAMAR","58032000.000000","JOAO PESSOA","PB","83.000000","40094000.000000","PROMOVE@CONSORCIOPROMOVE.COM.BR",NA,"2008","04","consorcios"
"13170428.000000","CIMAVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.","AV. JOÃO RIBEIRO, 652",NA,"SANTO ANTONIO","49065000.000000","ARACAJU","SE","79.000000","32163434.000000","CONSORCIO@CIMAVEL.COM.BR","WWW.CONSORCIOCIMAVEL.COM.BR","2008","04","consorcios"
"10926046.000000","ASSOCIACAO DOS SERVIDORES DA SUDENE","RUA LINDOLFO COLOR, S/N",NA,"ENGENHO DO MEIO","50730600.000000","RECIFE","PE","81.000000","21022741.000000",NA,NA,"2008","04","consorcios"
"91338228.000000","GRAVEL ADMINISTRADORA DE CONSORCIOS LTDA","AV. DORIVAL CANDIDO LUZ DE OLIVEIRA, 501",NA,"CENTRO","94030001.000000","GRAVATAI","RS","51.000000","34884766.000000","KATIA@GRAVELETTO.COM.BR","WWW.GRAVELETTO.COM.BR","2008","04","consorcios"
"23774698.000000","SUPER CONSORCIO ORCA LTDA. - IMPEDIDA CRIAR NOVOS GRUPOS","RUA DOS ENGENHEIROS, 199",NA,"CENTRO","37900020.000000","PASSOS","MG","35.000000","35215988.000000",NA,NA,"2008","04","consorcios"
"23767155.000000","RECON ADMINISTRADORA DE CONSORCIOS LTDA","AV. DARCIO CANTIERI,1750",NA,"JARDIM SAO JOSE","37950000.000000","SAO SEBASTIAO DO PARAISO","MG","35.000000","35398150.000000","GRUPORECON@GRUPORECON.COM.BR","WWW.GRUPORECON.COM.BR","2008","04","consorcios"
"23367634.000000","ZEMA ADMINISTRADORA DE CONSÓRCIO LTDA","AV. GETÚLIO VARGAS","148","CENTRO","38183192.000000","ARAXA","MG","34.000000","36691753.000000","ZEMACONS@GRUPOZEMA.COM.BR","WWW.CONSORCIOZEMA.COM.BR","2008","04","consorcios"
"23104193.000000","MONZA ADMINISTRADORA DE CONSORCIO S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. JOÃO NAVES DE ÁVILA, 1331 - 3º PISO - LOJA 500","CENTER SHOPPING","TIBERY","38408902.000000","UBERLANDIA","MG","34.000000","32333332.000000","ALESSANDRAMONZA@HOTMAIL.COM",NA,"2008","04","consorcios"
"23103856.000000","MOTOMAQ ADMINISTRADORA DE CONSORCIO LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. FLORIANO PEIXOTO, 2985",NA,"BRASIL","38400704.000000","UBERLANDIA","MG","34.000000","32123166.000000",NA,NA,"2008","04","consorcios"
"23103799.000000","COLINA ADMINISTRADORA DE CONSÓRCIOS LTDA","AVENIDA BRASÍLIA, 2.480/1. ANDAR",NA,"JARDIM NOVA IORQUE","16065000.000000","ARACATUBA","SP","18.000000","36072000.000000","UNIVOLKS@VWMUNICH.COM.BR",NA,"2008","04","consorcios"
"22981286.000000","MARCOS MARCELINO ADMINISTRADORA DE CONSÓRCIOS S/S LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","RODOVIA BR-316, KM 5 - S/N",NA,"GUANABARA","67020900.000000","ANANINDEUA","PA","91.000000","40094000.000000","CANDIDA@MARCOSMARCELINO.COM.BR","WWW.CONSORCIOMARCOSMARCELINO.COM.BR","2008","04","consorcios"
"12516951.000000","ADMINISTRADORA ALAGOANA DE CONSORCIOS ADACON LTDA","RUA BACHAREL FLORIANO IVO, 72",NA,"FAROL","57055010.000000","MACEIO","AL","82.000000","32232354.000000","CONSORCIOADACON@CONSORCIOADACON.COM.BR","WWW.CONSORCIOADACON.COM.BR","2008","04","consorcios"
"3765340.000000","ADMINISTRADORA DE CONSÓRCIO REGIONAL WAY LTDA.","AV. CARDOSO MOREIRA, 511",NA,"CENTRO","28300000.000000","ITAPERUNA","RJ","22.000000","38246060.000000","CONSORCIO@CONSORCIOWAY.COM.BR",NA,"2008","04","consorcios"
"24192668.000000","CAIXA FORTE ADMINISTRADORA DE CONSORCIO S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. ANTONIO BASILIO, 3025","SALAS 508/509","NOVA DESCOBERTA","59056500.000000","NATAL","RN","84.000000","2112661.000000",NA,NA,"2008","04","consorcios"
"80990146.000000","CONTEMPLA ADMINISTRADORA DE CONSORCIO LTDA.","AV. SETE DE SETEMBRO, 1313",NA,"CENTRO","88900000.000000","ARARANGUA","SC","48.000000","35244444.000000","CONTEMPLA@CONTATO.NET","WWW.CONTEMPLA.ENG.BR","2008","04","consorcios"
"78552825.000000","PARANÁ ADMINISTRADORA DE CONSÓRCIOS LTDA.","RUA VISCONDE DE NACAR, 1441",NA,"CENTRO","80410201.000000","CURITIBA","PR","41.000000","33515560.000000","HILARIOMW@JMALUCELLI.COM.BR",NA,"2008","04","consorcios"
"78688462.000000","FIPAL ADMINISTRADORA DE CONSÓRCIOS LTDA","AV. BRASIL, 2500",NA,"CENTRO","85816290.000000","CASCAVEL","PR","45.000000","32181010.000000","CONSORCIO@FIPAL.COM.BR",NA,"2008","04","consorcios"
"79353348.000000","CCV ADMINISTRADORA DE CONSÓRCIOS LTDA","RODOVIA BR-116, KM 399, N. 6490","TREVO DO TARUMA","TARUMA","82590300.000000","CURITIBA","PR","41.000000","33607000.000000","CONSORCIO@CCV.COM.BR",NA,"2008","04","consorcios"
"79361275.000000","K.G. ADMINISTRADORA DE CONSORCIOS LTDA.","RUA NOVE DE MARCO, 372 - 1. ANDAR",NA,"CENTRO","89201400.000000","JOINVILLE","SC","47.000000","34331211.000000","KGCONSORCIO@KGCONSORCIO.COM.BR",NA,"2008","04","consorcios"
"37137767.000000","JORLAN ADMINISTRADORA DE CONSÓRCIO LTDA.","2A AVENIDA QD 1B LT 42/44 3ANDAR SALA 10","ED ATLANTA B. CENTER COND CIDADE EMPRESARIAL","CIDADE VERA CRUZ","74935530.000000","APARECIDA DE GOIANIA","GO","62.000000","40052525.000000","CONSORCIO@JORLAN.COM","WWW.JORLAN.COM.BR/CONSORCIO","2008","04","consorcios"
"80402746.000000","RIVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.","AV. PRESIDENTE KENNEDY, 2726",NA,"CENTRO","85950000.000000","PALOTINA","PR","44.000000","36498950.000000","RIVEL@RIVEL.COM.BR","WWW.RIVEL.COM.BR","2008","04","consorcios"
"80642523.000000","GIACCON - ADMINISTRADORA DE CONSORCIO S/C LTDA","AV. TANCREDO NEVES, 2063","PIONEIRO CATARINENSE","CENTRO","85805000.000000","CASCAVEL","PR","45.000000","33217100.000000","GIACCONCAD@BRIZZA.COM.BR","WWW.GIACCON.COM.BR","2008","04","consorcios"
"80674393.000000","SANTA FÉ ADMINISTRADORA DE CONSÓRCIOS LTDA.","AV. ME. BENVENUTA, 1936","LOJA 01","SANTA MONICA","88035001.000000","FLORIANOPOLIS","SC","48.000000","32394499.000000","GDAMAZIO@SANTAFECONSORCIO.COM.BR","WWW.SANTAFECONSORCIO.COM.BR","2008","04","consorcios"
"80890486.000000","FELIPE ADMINISTRADORA DE CONSORCIOS S/C LTDA","AV. CAPITÃO TELMO RIBEIRO, 1001",NA,"JARDIM PROGRESSO","87708140.000000","PARANAVAI","PR","44.000000","34224429.000000",NA,NA,"2008","04","consorcios"
"81617425.000000","HOEPCKE ADMINISTRADORA DE CONSORCIOS LTDA","RUA  TIRADENTES, 224- LOJA 03-","EDIFÍCIO TOPÁZIO.","CENTRO","88010430.000000","FLORIANOPOLIS","SC","48.000000","32256924.000000","CONSORCIO@HOEPCKE.COM.BR","WWW.HOEPCKE.COM.BR","2008","04","consorcios"
"80908015.000000","BRASCON ADMINISTRADORA DE CONSORCIOS S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","RUA PEROBAL, 3881 - SALA 10","CONTATO: SR. SÉRGIO","CENTRO","87501300.000000","UMUARAMA","PR","44.000000","6223695.000000","SERGIO@NETUMUARAMA.COM.BR",NA,"2008","04","consorcios"
"37622206.000000","CONFIANÇA ADMINISTRADORA DE CONSÓRCIO LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. BRASIL SUL Nº 2360",NA,"JARDIM GONÇALVES","75123390.000000","ANAPOLIS","GO","62.000000","3108000.000000","CONFIAGO@GENETIC.COM.BR","WWW.CONSORCIOCONFIANCA.COM.BR","2008","04","consorcios"
"80990161.000000","ARAVEL ADMINISTRADORA DE CONSORCIO LTDA.","RODOVIA BR-101, KM 413, N. 1350",NA,"CIDADE ALTA","88900000.000000","ARARANGUA","SC","48.000000","35210811.000000","CONSORCIO.ARAVEL@CONTATO.NET",NA,"2008","04","consorcios"
"81161531.000000","REGATA ADMINISTRADORA DE CONSORCIOS S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","AV. GOVERNADOR IVO SILVEIRA, 385",NA,"CANTA GALO","89160000.000000","RIO DO SUL","SC","47.000000","35312525.000000","CONSORCIO@CONSORCIOREGATA.COM.BR",NA,"2008","04","consorcios"
"81173007.000000","SLAVIERO DECISAO ADMINISTRADORA DE CONSORCIO S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","RUA SENADOR ALENCAR GUIMARÃES,50","1º ANDAR","CENTRO","80010070.000000","CURITIBA","PR","41.000000","33227175.000000","RENATOCAMPOS10@YAHOO.COM.BR",NA,"2008","04","consorcios"
"32825424.000000","EIFFEL ADMINISTRADORA DE CONSORCIOS S/C LTDA.","RUA RAFAEL DE AGUIAR, 286","1º ANDAR","CIRURGIA","49055590.000000","ARACAJU","SE","79.000000","21069616.000000","EIFFELC@INFONET.COM.BR",NA,"2008","04","consorcios"
"81187676.000000","COTA SUL ADMINISTRADORA NACIONAL DE CONSÓRCIOS LTDA","AV MANOEL RIBAS 3685","SOBRELOJA","BONSUCESSO","85055010.000000","GUARAPUAVA","PR","41.000000","2224233.000000","COTASUL@ONDA.COM.BR",NA,"2008","04","consorcios"
"90484403.000000","PAJE ADMINISTRADORA DE CONSORCIOS S/C LTDA","AV. BENJAMIN CONSTANT, 2228",NA,"CENTRO","95300000.000000","LAGOA VERMELHA","RS","54.000000","33581366.000000","PAJE.CONSORCIO@TERRA.COM.BR",NA,"2008","04","consorcios"
"81267213.000000","MASTERPLAN ADMINISTRADORA DE CONSORCIOS S/C LTDA - IMPEDIDA CRIAR NOVOS GRUPOS","RUA DAS CHACARAS, 3058",NA,"COQUEIRAL","85806970.000000","CASCAVEL","PR","45.000000","33262222.000000",NA,NA,"2008","04","consorcios"
"81269516.000000","UNILANCE ADMINISTRADORA DE CONSÓRCIOS LTDA.","RUA CORONEL FRANCISCO HOFFMANN DOS SANTOS, 788","CASA","JARDIM DAS AMERICAS","81530000.000000","CURITIBA","PR","41.000000","30293002.000000","UNILANCE@UNILANCE.COM.BR","UNILANCE.COM.BR","2008","04","consorcios"
"34116384.000000","SOCIEDADE DOS ENGENHEIROS E ARQUITETOS DO EST.RIO DE JANEIRO","RUA DO RUSSEL, 1",NA,"GLORIA","22210010.000000","RIO DE JANEIRO","RJ","21.000000","21366797.000000","FINANCEIRO@SEAERJ.ORG.BR","WWW.SEAERJ.ORG.BR","2008","04","consorcios"
"36031169.000000","VILA VELHA ADMINISTRADORA DE CONSÓRCIOS LTDA.","AV. LEITÃO DA SILVA, 365",NA,"BENTO FERREIRA","29050045.000000","VITORIA","ES","27.000000","21220500.000000","CONVIVE@CONVIVE.COM.BR","WWW.CONVIVE.COM.BR","2008","04","consorcios"
"77040509.000000","REUNO ADMINISTRACAO DE CONSORCIOS S/C LTDA","AV DO BATEL, 1920 - 3º ANDAR  - ED. BATEL OFFICE",NA,"BATEL","80420090.000000","CURITIBA","PR","41.000000","3421213.000000",NA,NA,"2008","04","consorcios"
"74118381.000000","VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.","AV JUSCELINO KUBITSCHEK DE OLIVEIRA, 2600",NA,"CIC","81260900.000000","CURITIBA","PR","41.000000","33177711.000000","ALESSANDRA.MINOZZO@VFSCO.COM","WWW.VOLVO.COM.BR","2008","04","consorcios"
